31,00:02:6f:8e:64:67,,2412,1.21E-04,32.10419361,35.20917533,685,03/12/2017 08:54
70,00:11:6b:11:02:b7,yosh,2412,1.52E-04,32.10199722,35.2098381,693,03/12/2017 08:54
5,00:11:6b:11:7e:0c,yosh,2412,2.57E-04,32.10465317,35.21092024,691.391404,03/12/2017 08:53
114,00:18:25:12:72:f0,Coolnet-Hotspot,2442,1.18E-04,32.10283875,35.20978221,708.273839,03/12/2017 09:04
16,00:1a:dd:f5:df:c5,Afikim_Wifi,2437,1.32E-04,32.10475343,35.21007474,689,03/12/2017 08:53
71,00:1d:aa:81:d8:3c,KCG-ADSL,2422,6.12E-04,32.10270381,35.20984066,699.7533801,03/12/2017 08:55
121,00:27:22:f3:bb:2b,,2437,1.32E-04,32.10365359,35.21010139,710.6710794,03/12/2017 09:06
111,02:21:5c:af:69:82,DIRECT-IRDESKTOP-ETE41T5msTU,5180,1.23E-04,32.1026245,35.20987441,707.9141706,03/12/2017 09:04
43,1c:b9:c4:12:7c:c8,Ariel_University,2462,3.75E-04,32.10295457,35.2088043,686,03/12/2017 08:54
46,1c:b9:c4:12:90:b8,Ariel_University,2462,4.79E-04,32.10311581,35.20945618,689.6525474,03/12/2017 08:54
72,1c:b9:c4:12:af:78,Ariel_University,2462,5.54E-04,32.10325345,35.20995406,701.3654278,03/12/2017 08:55
97,1c:b9:c4:12:af:7c,Ariel_University,5200,3.62E-04,32.10298497,35.20966477,704.8276915,03/12/2017 09:02
73,1c:b9:c4:14:2b:88,Ariel_University,2462,4.33E-04,32.10337662,35.20995868,698.3196085,03/12/2017 08:55
107,1c:b9:c4:14:2b:8c,Ariel_University,5220,1.49E-04,32.10332787,35.20965551,704.8397895,03/12/2017 09:03
14,1c:b9:c4:14:2b:c8,Ariel_University,2437,4.02E-04,32.10484982,35.21104923,693.9879864,03/12/2017 08:56
64,1c:b9:c4:14:2b:d8,Ariel_University,2412,3.52E-04,32.10220501,35.20936592,689.6115765,03/12/2017 08:54
65,1c:b9:c4:14:2b:dc,Ariel_University,5180,3.65E-04,32.10219234,35.20946628,690,03/12/2017 08:54
113,1c:b9:c4:14:2c:38,Ariel_University,2437,1.73E-04,32.10274869,35.20982946,708.1143382,03/12/2017 09:04
109,1c:b9:c4:14:2c:3c,Ariel_University,5260,3.91E-04,32.10270219,35.20982755,710.1110186,03/12/2017 09:04
50,1c:b9:c4:14:2f:68,Ariel_University,2437,5.24E-04,32.10269295,35.208833,686.206572,03/12/2017 08:54
74,1c:b9:c4:14:30:38,Ariel_University,2412,4.57E-04,32.10318153,35.2099471,699.8764906,03/12/2017 08:55
92,1c:b9:c4:14:30:3c,Ariel_University,5220,1.73E-04,32.10296049,35.20969913,702.14288,03/12/2017 09:00
51,1c:b9:c4:14:33:c8,Ariel_University,2462,4.84E-04,32.10259991,35.2090994,688.8197665,03/12/2017 08:54
63,1c:b9:c4:14:33:cc,Ariel_University,5240,1.35E-04,32.10244119,35.20884914,686,03/12/2017 08:54
29,1c:b9:c4:15:1c:b8,Ariel_University,2412,4.56E-04,32.1037455,35.20964572,695.2166578,03/12/2017 08:54
133,1c:b9:c4:15:1c:bc,Ariel_University,5180,1.42E-04,32.10371198,35.21003936,711.0753764,03/12/2017 09:06
68,1c:b9:c4:15:1e:68,Ariel_University,2412,2.91E-04,32.10250578,35.20955531,690.8556103,03/12/2017 08:54
137,1c:b9:c4:15:1e:6c,Ariel_University,5180,1.45E-04,32.10238085,35.21000654,712.1937427,03/12/2017 09:08
22,1c:b9:c4:15:23:58,Ariel_University,2437,2.99E-04,32.10422292,35.2093103,686.4634635,03/12/2017 08:53
3,1c:b9:c4:15:25:48,Ariel_University,2412,2.85E-04,32.10483179,35.21036963,687,03/12/2017 08:53
69,1c:b9:c4:15:3a:38,Ariel_University,2462,2.99E-04,32.1024236,35.20967867,691.2650945,03/12/2017 08:54
138,1c:b9:c4:15:3d:6c,Ariel_University,5220,1.42E-04,32.1024612,35.20997699,711.9289257,03/12/2017 09:09
13,1c:b9:c4:15:41:78,Ariel_University,2412,3.22E-04,32.10443396,35.21083207,694.7803059,03/12/2017 08:53
0,1c:b9:c4:15:42:68,Ariel_University,2462,2.74E-04,32.10485702,35.21080784,690.023391,03/12/2017 08:53
1,1c:b9:c4:15:44:58,Ariel_University,2462,4.58E-04,32.10488613,35.21080196,689.8457973,03/12/2017 08:53
6,1c:b9:c4:15:44:88,Ariel_University,2437,2.98E-04,32.10458831,35.21104487,692.7964602,03/12/2017 08:53
